Last Week,Delivery,This Week,CPW
32,0,28,
9,24,10,
23,0,19,
20,0,18,
10,100,54,
7,30,30,
29,90,55,
11,60,46,
2,22,15,
12,10,16,
1.5,0,1.5,
2,4,2,
1.5,2,2,
43,0,40,
31,0,26,
15,0,8,
27,0,25,
4,0,0,
7,4,10,
2,0,1,
7,12,7,
5,12,6,
31,0,28,
12,8,8,
2,3,1.5,
2,1,1,
2,3,1.5,
40,0,40,
19,48,33,
37,24,33,
48,0,28,
29,24,33,
17,24,17,
23,24,31,
44,0,30,
22,24,26,
35,12,31,
27,12,19,
41,24,37,
17,24,21,
