Last Week,Delivery,This Week,CPW
2,48,27,
16,24,37,
17,24,29,
17,48,38,
87,50,75,
27,0,20,
97,30,78,
56,0,34,
11,10,13,
15,8,15,
2.2,1,1,
2,5,4,
2,2,2,
68,0,63,
17,48,54,
61,0,54,
53,0,49,
2,2,2,
6,1,6,
2,2,2,
16,8,14,
9,0,3,
21,0,21,
25,0,10,
3.5,3,2.5,
3.2,1,2.5,
3.4,4,4,
31,0,22,
41,24,40,
22,48,48,
25,0,10,
17,24,25,
11,24,17,
25,0,12,
22,24,35,
31,24,41,
15,12,16,
13,24,21,
50,24,52,
27,0,12,
