Last Week,Delivery,This Week,CPW
36,0,30,
18,0,16,
30,0,29,
34,0,30,
50,50,40,
40,0,30,
88,60,83,
41,0,27,
9,10,12,
10,15,18,
2.5,2,2.5,
7,2,5,
2,3,3,
80,0,70,
10,0,0,
42,0,35,
39,0,36,
4,0,2,
4,0,0,
5,0,3,
23,0,12,
14,0,1,
46,0,45,
17,0,11,
4.5,6,7,
1.5,5,4,
5,5,6,
30,0,29,
14,48,33,
38,48,61,
26,40,51,
24,24,31,
14,24,18,
26,24,20,
10,24,18,
16,24,23,
22,12,20,
9,24,16,
41,24,41,
36,0,19,
