Last Week,Delivery,This Week,CPW
29,24,25,
38,0,37,
18,0,0,
23,0,19,
110,0,70,
113,0,54,
40,90,75,
53,0,28,
14,10,14,
12,6,10,
0.3,3,2.1,
0.5,10,7,
0,6,3.3,
20,48,48,
45,0,36,
11,96,95,
6,48,32,
2,7,7,
3,4,5,
4,5,7,
15,8,14,
8,8,11,
36,0,34,
15,0,4,
2.5,4,3.6,
3.7,1,3,
4,4,4,
65,0,30,
20,48,43,
14,24,16,
42,0,27,
7,24,14,
7,24,12,
27,0,15,
40,0,30,
19,24,27,
3,24,15,
16,24,25,
62,0,42,
13,24,22,
