Last Week,Delivery,This Week,CPW
18,24,32,
29,0,16,
20,24,32,
32,0,21,
109,0,40,
17,60,71,
52,30,25,
43,30,58,
14,0,4,
19,6,17,
1.5,2,1,
2.5,4,3,
2,3,3,
56,0,45,
47,0,34,
49,0,38,
45,0,37,
4,2,4,
2,1,2,
3,2,3,
13,6,9,
8,6,9,
21,0,17,
12,0,5,
1.5,5,4,
2,2,1.5,
3,4,3,
41,0,36,
16,24,16,
26,24,30,
35,0,19,
34,0,19,
11,24,18,
23,12,22,
24,12,25,
25,0,10,
17,0,6,
18,12,15,
30,24,32,
21,24,30,
