Last Week,Delivery,This Week,CPW
28,24,31,
10,48,42,
19,0,14,
18,0,2,
54,50,35,
30,60,80,
55,30,29,
46,0,23,
15,7,15,
16,10,18,
1.5,2,1.5,
2,3,1.5,
2,0,0.5,
40,0,13,
26,48,48,
8,48,36,
25,0,9,
0,2,0,
10,1,10,
1,2,1,
7,6,3,
6,12,12,
28,0,28,
8,0,0,
1.5,7,5,
1,3,2.5,
1.5,7,4.5,
40,30,68,
33,48,47,
33,24,29,
28,40,48,
33,24,37,
17,24,17,
31,0,15,
30,24,40,
26,24,30,
31,0,15,
19,12,11,
37,24,33,
21,24,25,
