Last Week,Delivery,This Week,CPW
34,0,20,
12,24,32,
35,24,43,
15,24,32,
99,100,153,
80,60,111,
33,30,29,
89,0,41,
9,15,16,
8,15,18,
2,2,2,
4.5,3,4,
4,0,1.5,
40,48,74,
35,48,70,
10,48,44,
52,48,90,
13,0,9,
7,1,7,
5,3,6,
18,6,14,
11,6,9,
30,0,25,
14,0,3,
6,2,4.5,
2,2,2,
3,0,0,
35,0,30,
7,24,14,
10,24,10,
11,40,41,
6,24,20,
20,0,8,
22,0,14,
20,0,13,
8,24,22,
5,12,9,
4,12,6,
16,0,2,
3,24,17,
