Last Week,Delivery,This Week,CPW
31,0,19,
42,0,31,
14,0,4,
2,24,22,
15,100,50,
80,0,70,
29,90,48,
23,30,26,
15,8,13,
18,10,23,
1.5,2,2,
1.5,5,2.5,
0.5,2,2.5,
13,0,9,
48,0,38,
36,0,26,
9,0,0,
0,4,2,
10,0,5,
1,0,0,
3,18,12,
12,0,8,
28,0,28,
0,24,18,
5,3,4.5,
2.5,3,3.5,
4.5,1,1.5,
68,0,52,
47,24,37,
29,24,25,
48,0,28,
37,0,17,
17,24,17,
15,24,23,
40,0,26,
30,0,10,
15,12,11,
11,24,15,
33,24,29,
25,24,29,
