Last Week,Delivery,This Week,CPW
11,24,29,
1,24,15,
4,24,18,
12,0,3,
0,150,100,
65,0,40,
13,60,29,
12,30,25,
1,20,13,
18,2,12,
1,4,3.5,
4.5,1,1.5,
1.5,4,3.5,
21,48,55,
35,0,24,
92,0,80,
13,48,49,
10,5,13,
11,0,10,
2,3,4,
11,12,13,
6,12,8,
52,0,42,
15,32,37,
1,5,2.5,
0.5,3,1.5,
7,0,3,
42,0,36,
6,24,13,
26,0,12,
11,40,41,
2,24,16,
9,12,9,
14,0,6,
5,24,22,
16,0,6,
7,12,11,
12,12,14,
8,24,18,
11,24,25,
