Last Week,Delivery,This Week,CPW
40,0,35,
0,0,0,
24,0,20,
23,0,20,
70,0,23,
53,0,46,
48,0,0,
43,0,16,
17,8,15,
21,0,13,
0.3,2,0,
3.2,4,3.2,
3,2,3,
109,0,105,
51,0,39,
59,0,54,
55,0,47,
5,0,4,
4,0,2,
4,0,4,
14,6,12,
3,6,5,
52,0,52,
1,24,14,
2.1,4,3.1,
1.6,2,1.5,
3,4,3,
47,0,46,
34,24,24,
42,24,38,
40,0,20,
30,0,10,
18,24,18,
23,24,30,
30,0,16,
22,24,26,
18,12,14,
14,24,19,
45,0,17,
42,0,22,
