Last Week,Delivery,This Week,CPW
13,0,10,
21,0,19,
19,24,23,
7,24,21,
84,50,82,
40,0,34,
55,60,59,
32,30,33,
20,0,11,
10,8,8,
1,4,4,
5.5,0,3.5,
3,1,2,
42,0,27,
33,0,27,
70,0,68,
23,48,60,
4,3,4,
2,0,0,
4,2,4,
15,6,10,
8,6,6,
23,0,23,
14,32,36,
1,5,2.3,
2.5,2,2.5,
2,4,2.2,
21,0,10,
19,24,18,
18,24,19,
13,40,39,
22,0,7,
21,12,16,
27,24,38,
19,24,33,
37,0,23,
15,12,15,
20,12,17,
44,24,48,
32,0,17,
