Last Week,Delivery,This Week,CPW
19,0,17,
31,0,24,
4,24,26,
22,0,16,
50,100,101,
70,0,40,
48,90,71,
26,60,66,
13,10,15,
23,0,17,
2,2,2,
2.5,10,9,
2.5,3,3,
9,48,32,
38,0,26,
26,0,24,
0,0,0,
2,6,6,
5,0,0,
0,4,3,
12,6,5,
8,6,8,
28,0,25,
18,0,16,
4.5,3,4,
3.5,2,3,
1.5,4,2,
52,0,43,
37,24,27,
25,24,21,
28,40,48,
17,24,21,
17,24,17,
23,0,7,
26,0,12,
10,24,14,
11,12,7,
15,12,7,
29,24,25,
29,0,9,
