Last Week,Delivery,This Week,CPW
20,0,15,
11,0,3,
17,0,10,
25,0,16,
21,100,65,
70,0,60,
33,90,75,
51,0,32,
9,10,10,
7,15,15,
2,3,2.5,
2,5,3.5,
1,1,0,
29,0,21,
31,0,22,
35,0,23,
56,0,49,
3,5,7,
4,0,3,
2,6,7,
8,6,3,
7,12,8,
13,0,13,
14,24,29,
0,8,3.5,
1,2,1,
4,3,3.5,
34,60,83,
2,24,9,
11,24,21,
13,40,42,
18,0,8,
10,24,22,
22,0,14,
9,0,2,
10,24,23,
17,12,20,
4,12,6,
14,24,24,
28,0,17,
