Last Week,Delivery,This Week,CPW
15,24,35,
18,24,38,
29,0,27,
17,24,39,
100,0,60,
70,0,60,
58,60,79,
37,30,51,
17,10,17,
16,10,19,
3,3,3,
6.5,0,2.5,
3,2,3,
32,0,16,
64,0,61,
59,0,26,
40,0,22,
10,0,9,
10,0,9,
6,0,6,
14,6,11,
13,0,7,
52,0,51,
12,0,3,
7,3,6.5,
2,5,5,
1,3,0,
67,0,57,
27,0,3,
8,24,18,
21,0,11,
8,24,22,
8,12,8,
14,0,6,
8,24,25,
10,24,24,
7,12,13,
6,12,8,
14,24,24,
5,24,19,
