Last Week,Delivery,This Week,CPW
35,0,29,
17,24,38,
21,0,18,
27,0,23,
59,100,110,
73,60,113,
52,60,40,
30,60,53,
13,10,14,
10,10,12,
1.5,1,0.3,
1,3,0.5,
2,1,0,
35,0,20,
55,0,45,
53,0,11,
15,0,6,
0,4,2,
2,2,3,
5,0,4,
12,12,15,
1,12,8,
36,0,36,
7,16,15,
1.3,4,2.5,
1,4,3.7,
0.8,6,4,
15,60,65,
43,0,20,
10,24,14,
17,40,42,
22,0,7,
13,12,7,
14,24,27,
27,24,40,
10,24,19,
15,0,3,
7,24,16,
38,48,62,
27,0,13,
