Last Week,Delivery,This Week,CPW
27,0,18,
37,0,29,
29,0,20,
38,0,32,
75,100,109,
20,0,17,
78,30,52,
34,30,43,
13,10,14,
15,10,19,
1,2,1.5,
4,2,2.5,
2,2,2,
63,0,56,
54,0,47,
54,0,49,
49,0,45,
2,4,4,
6,0,2,
2,3,3,
14,12,13,
3,12,8,
21,0,21,
10,16,12,
2.5,1,1.5,
2.5,2,2,
4,3,3,
22,30,41,
40,0,16,
48,0,26,
10,40,35,
25,24,34,
17,12,11,
12,24,23,
35,0,24,
41,0,25,
16,12,17,
21,12,18,
52,0,30,
12,24,21,
