Last Week,Delivery,This Week,CPW
25,0,11,
10,0,1,
18,0,4,
22,0,12,
11,50,0,
23,60,65,
44,30,13,
7,30,12,
13,0,1,
25,0,18,
0.5,3,1,
4.5,4,4.5,
3,1,1.5,
31,0,21,
42,0,35,
50,48,92,
16,0,13,
12,0,10,
13,0,11,
3,0,2,
13,6,11,
10,0,6,
10,45,52,
8,18,15,
4,1,1,
2,1,0.5,
4,7,7,
62,0,42,
23,0,6,
16,24,26,
21,0,11,
12,0,2,
10,12,9,
22,0,14,
12,0,5,
3,24,16,
15,0,7,
10,12,12,
22,0,8,
21,0,11,
