Last Week,Delivery,This Week,CPW
23,0,14,
5,24,24,
17,0,10,
33,0,31,
57,50,56,
32,0,26,
86,30,63,
40,0,20,
12,8,11,
16,0,8,
0.3,4,2.8,
3,4,3,
3,1,2,
63,0,51,
16,48,59,
14,48,57,
34,0,25,
5,0,3,
2,3,4,
6,0,5,
5,16,10,
1,8,0,
44,0,40,
16,0,5,
2.5,2,1.1,
1.3,2,1.8,
3.1,3,2.1,
34,0,19,
29,24,36,
38,0,24,
37,0,27,
18,0,8,
15,12,15,
30,0,21,
18,24,35,
32,0,21,
7,12,10,
15,0,5,
68,0,54,
48,0,38,
