Last Week,Delivery,This Week,CPW
29,0,25,
16,24,31,
18,0,12,
32,0,21,
110,0,52,
75,0,40,
45,60,43,
44,0,26,
19,8,18,
19,10,23,
3,1,2.5,
4,5,5,
1.5,3,2,
45,0,23,
20,48,63,
15,48,60,
96,0,82,
6,0,3,
3,3,5,
3,4,6,
7,18,14,
11,0,9,
22,0,22,
2,16,7,
5.5,5,6.5,
2,2,2,
2.5,4,2.5,
40,0,30,
27,0,3,
24,24,27,
33,0,18,
6,24,15,
11,12,5,
19,0,12,
26,0,16,
23,0,8,
19,12,19,
15,12,12,
28,0,7,
18,0,3,
