Last Week,Delivery,This Week,CPW
26,0,17,
26,0,20,
19,24,37,
9,24,23,
120,0,76,
100,0,91,
21,90,73,
30,30,41,
14,10,16,
14,6,13,
2.5,1,1.5,
4,4,4.5,
4,1,3,
20,0,11,
54,0,48,
11,0,9,
14,0,0,
9,0,7,
7,0,5,
7,0,6,
12,0,1,
8,0,3,
37,0,34,
10,16,11,
6,3,5,
3,0,1.5,
6,3,5,
77,0,63,
25,0,8,
12,24,22,
31,0,21,
18,0,8,
8,12,7,
22,0,14,
25,0,18,
20,0,10,
5,12,9,
4,12,6,
28,0,14,
15,0,5,
