Last Week,Delivery,This Week, CPW
6,24,20,
22,0,11,
23,0,17,
9,24,25,
29,50,21,
20,60,70,
55,30,33,
40,30,51,
8,10,9,
10,6,7,
1,3,2,
3.5,2,2,
2,1,1,
36,0,29,
40,0,31,
47,0,35,
62,0,56,
6,0,3,
5,0,4,
4,0,2,
15,6,8,
13,0,7,
13,0,13,
26,0,14,
4,0,0,
0,3,1,
1,5,4,
46,0,34,
26,0,2,
9,24,11,
28,0,13,
9,24,18,
16,12,10,
10,24,22,
19,0,9,
25,0,10,
6,24,17,
7,12,4,
35,0,14,
19,24,28,
