Last Week,Delivery,This Week,CPW
29,0,17,
15,24,25,
18,24,30,
3,24,20,
100,0,50,
40,0,20,
29,60,41,
25,30,34,
13,10,15,
12,10,16,
3.5,0,1,
1.5,7,4.5,
3.5,0,2,
55,0,29,
24,0,16,
80,0,65,
49,0,30,
13,0,11,
10,3,12,
4,7,10,
13,6,9,
8,12,12,
42,45,62,
37,0,24,
2.5,6,5,
1.5,4,2,
3,3,2,
36,0,30,
13,24,20,
12,24,22,
41,0,31,
16,0,6,
9,12,9,
6,24,22,
22,0,15,
6,24,20,
11,12,15,
14,0,4,
18,24,28,
25,0,15,
