Last Week,Delivery,This Week,CPW
30,0,22,
16,0,10,
29,0,21,
30,0,25,
40,50,24,
30,0,8,
83,30,46,
27,0,7,
12,0,5,
18,0,11,
2.5,2,2,
5,3,4,
3,1,2,
70,48,118,
0,48,38,
35,0,13,
36,0,12,
2,2,2,
0,8,6,
3,0,0,
12,0,5,
1,12,10,
45,0,42,
11,8,15,
7,1,4.5,
4,2,3.5,
6,2,4.5,
29,0,22,
33,48,52,
61,0,37,
51,0,34,
31,24,38,
18,24,21,
20,24,30,
18,24,27,
23,24,30,
20,12,18,
16,12,12,
41,24,41,
19,48,50,
