Last Week,Delivery,This Week,CPW
30,0,20,
22,0,15,
22,0,15,
17,0,10,
150,0,110,
77,0,70,
5,150,85,
19,30,30,
10,0,0,
6,10,8,
0.5,4,2.5,
3,0,2.5,
1,3,2,
99,0,90,
68,0,60,
46,0,40,
47,0,40,
1,5,4,
3,0,1,
4,0,2,
18,0,16,
0,18,0,
35,0,34,
0,13,0,
3.5,5,5,
1.5,2,2,
1.5,0,1,
29,0,20,
34,24,21,
31,24,25,
35,0,13,
23,24,25,
11,24,9,
32,0,13,
20,24,28,
39,0,17,
20,24,25,
21,24,23,
35,24,29,
35,24,37,
