Last Week,Delivery,This Week,CPW
17,24,29,
24,0,16,
26,0,18,
16,24,32,
101,50,110,
40,60,75,
71,30,45,
66,30,44,
15,12,19,
17,10,19,
2,5,3,
9,6,4,
3,1,1.5,
32,48,45,
26,0,20,
24,0,15,
0,96,96,
6,2,6,
0,5,3,
3,1,3,
5,12,7,
8,12,11,
25,0,22,
16,0,2,
4,5,5.5,
3,1,2,
2,4,2.5,
43,0,40,
27,24,27,
21,24,24,
48,0,33,
21,0,6,
17,12,11,
7,24,19,
12,24,26,
14,24,23,
7,24,19,
7,24,15,
25,24,28,
9,24,18,
