Last Week,Delivery,This Week,CPW
20,24,39,
32,0,22,
43,0,39,
32,0,24,
133,0,98,
87,0,84,
29,30,18,
41,0,22,
16,0,0,
18,0,0,
2,0,0,
4,5,4,
1.5,0,0,
54,0,47,
50,0,43,
34,0,20,
68,0,62,
6,0,4,
7,0,4,
6,0,4,
14,0,3,
9,0,0,
42,0,37,
18,0,6,
4.5,0,0.5,
2,0,0,
0,5,1,
44,0,40,
17,24,24,
14,24,24,
31,0,21,
2,24,16,
8,12,8,
14,0,6,
11,0,4,
4,24,18,
9,12,13,
12,12,14,
20,0,6,
23,0,13,
