Last Week,Delivery,This Week,CPW
39,0,34,
22,0,12,
39,0,35,
24,0,15,
98,50,99,
84,0,80,
18,60,33,
22,90,89,
6,12,9,
10,6,8,
0,4,2,
4,4,4.5,
1,5,4,
47,0,40,
43,0,35,
20,0,10,
62,0,52,
4,10,13,
4,5,7,
4,3,5,
3,24,18,
0,18,11,
37,0,30,
6,18,14,
0.5,10,6,
0,4,2,
0,6,3,
40,0,35,
24,0,7,
24,0,10,
21,0,11,
16,0,6,
8,24,20,
6,24,22,
4,24,20,
18,0,8,
13,0,5,
14,0,4,
6,24,16,
13,0,3,
