Last Week,Delivery,This Week,CPW
14,24,35,
24,0,17,
10,24,21,
31,0,27,
56,50,59,
26,60,73,
63,60,52,
20,60,30,
11,10,13,
8,8,10,
2.8,1,1.5,
3,4,1,
2,2,2,
51,0,35,
59,0,55,
57,0,53,
25,0,15,
3,0,0,
4,0,2,
5,1,5,
10,12,12,
0,6,1,
40,0,36,
5,16,7,
1.1,4,1.3,
1.8,2,1,
2.1,3,0.8,
19,0,15,
36,24,43,
24,0,10,
27,0,17,
8,24,22,
15,12,13,
21,0,14,
35,0,27,
21,0,10,
10,12,15,
5,12,7,
54,0,38,
38,0,27,
