Last Week,Delivery,This Week,CPW
15,24,29,
3,24,14,
10,24,26,
16,24,27,
65,50,63,
60,0,40,
75,30,50,
32,0,25,
10,10,13,
15,6,15,
2.5,1,2,
3.5,4,4,
0,3,1,
21,48,48,
22,0,8,
23,0,7,
49,0,28,
7,1,7,
3,1,3,
7,1,7,
3,24,19,
8,18,19,
13,0,12,
29,0,17,
3.5,7,6.5,
1,3,2.5,
3.5,0,3.5,
83,0,71,
9,24,16,
21,0,6,
42,0,31,
8,24,22,
22,0,10,
14,0,6,
2,24,19,
23,0,13,
20,12,23,
6,24,20,
24,0,10,
17,24,31,
