Last Week,Delivery,This Week,CPW
17,0,6,
26,0,22,
26,0,23,
16,0,9,
36,50,29,
32,0,20,
60,60,55,
30,30,40,
7,10,8,
16,0,10,
2,1,1,
7,0,3.5,
2,2,2,
57,0,36,
52,0,40,
49,0,47,
71,0,62,
8,0,6,
5,1,5,
5,0,4,
8,18,15,
11,12,13,
20,0,13,
2,32,26,
7.5,0,4,
1.2,1,0,
1.5,0,0,
58,0,46,
27,24,26,
6,24,9,
43,0,28,
24,0,9,
11,24,16,
23,0,10,
5,24,19,
16,24,25,
7,12,6,
10,12,7,
9,48,35,
11,24,19,
