Last Week,Delivery,This Week,CPW
10,0,2,
19,0,16,
23,0,17,
21,0,17,
82,50,87,
34,0,27,
59,90,97,
33,60,56,
11,10,11,
8,15,15,
4,0,2.2,
3.5,2,2,
2,2,2,
27,48,68,
27,0,17,
68,0,61,
60,0,53,
4,0,2,
0,8,6,
4,0,2,
10,16,16,
6,8,9,
23,0,21,
36,0,25,
2.3,5,3.5,
2.5,2,3.2,
2.2,5,3.4,
10,30,31,
18,48,41,
19,24,22,
39,0,25,
7,24,17,
16,12,11,
38,0,25,
33,0,22,
23,24,31,
15,12,15,
17,12,13,
48,24,50,
17,24,27,
