Last Week,Delivery,This Week,CPW
39,0,23,
5,0,0,
44,0,32,
35,0,30,
29,100,66,
67,0,63,
33,60,50,
37,30,51,
4,18,14,
7,15,16,
2,1,1,
1,7,4.5,
0,3,1.5,
35,48,74,
23,48,65,
27,48,67,
28,48,66,
2,7,7,
2,5,5,
2,2,3,
7,24,20,
6,12,11,
13,45,52,
10,16,14,
3,3,3,
1.5,2,1,
2,6,4,
29,0,23,
30,24,20,
26,24,22,
39,40,60,
23,24,27,
6,36,18,
31,24,39,
11,24,21,
14,24,18,
14,24,22,
18,24,22,
28,24,25,
34,0,14,
