Last Week,Delivery,This Week,CPW
22,24,36,
10,0,4,
21,24,32,
25,0,21,
24,150,120,
8,0,2,
46,30,39,
7,60,42,
5,15,10,
11,10,13,
2,2,2,
4,5,5,
2,3,3,
118,0,99,
38,0,33,
13,48,48,
12,48,48,
2,4,4,
6,1,6,
0,7,6,
5,18,11,
10,0,0,
42,0,38,
15,0,8,
4.5,3,3.5,
3.5,1,2,
4.5,1,2,
22,30,32,
52,0,23,
37,24,37,
34,0,17,
38,0,21,
21,12,13,
30,0,15,
27,24,36,
30,0,13,
18,12,16,
12,24,19,
41,0,17,
50,0,33,
