Last Week,Delivery,This Week,CPW
27,0,20,
33,0,32,
19,24,43,
35,0,32,
75,100,133,
94,0,87,
40,30,29,
32,30,41,
14,8,16,
16,6,18,
2,1,2,
3,4,4,
1,2,1.5,
58,0,54,
52,0,50,
46,0,34,
68,0,68,
9,0,6,
9,0,7,
7,0,6,
10,12,14,
8,6,9,
47,0,42,
0,24,18,
5,3,4.5,
2,2,2,
3,0,0,
49,0,44,
10,24,17,
4,24,14,
41,0,31,
12,0,2,
8,12,8,
22,0,14,
18,0,11,
14,0,4,
5,12,9,
10,12,12,
10,24,20,
9,24,23,
