Last Week,Delivery,This Week,CPW
30,0,26,
22,0,17,
22,24,26,
17,24,26,
150,0,71,
77,0,60,
5,120,80,
19,30,28,
10,10,11,
6,18,15,
0.5,5,3.5,
3,7,6,
1,2,1,
99,0,80,
68,0,55,
46,0,35,
47,0,36,
1,2,0,
3,4,5,
4,0,2,
18,6,13,
0,18,12,
35,0,34,
0,16,2,
3.5,4,3.5,
1.5,4,3.5,
1.5,5,3,
29,30,40,
21,48,32,
25,24,19,
13,80,70,
25,24,27,
9,24,7,
13,48,42,
28,48,60,
17,24,19,
25,24,30,
23,24,25,
29,24,23,
37,24,39,
