Last Week,Delivery,This Week,CPW
23,24,40,
0,0,0,
32,0,24,
30,0,23,
66,50,70,
63,0,53,
50,60,48,
51,0,43,
14,12,17,
16,12,21,
1,2,0.3,
4.5,3,3.2,
1.5,3,3,
74,48,109,
65,0,51,
67,0,59,
66,0,55,
7,0,5,
5,0,4,
3,3,4,
20,6,14,
11,0,3,
52,0,52,
14,0,1,
3,3,2.1,
1,3,1.6,
4,3,3,
23,30,47,
20,48,34,
22,48,42,
60,0,40,
27,24,30,
18,24,18,
39,0,23,
21,24,30,
18,24,22,
22,12,18,
22,12,14,
25,48,45,
14,48,42,
